V,J,w,dprime,P,th,R,Ptilde(y1),Jtilde,M,
       -21.3085,         1.1328,         0.7614,         0.0195,         0.4755,         4.9344,         0.2831,         0.3064,         1.1328,  1658,
       -21.3071,         1.1319,         0.7622,         0.0195,         0.4754,         4.9292,         0.2827,         0.3060,         1.1319,  1659,
       -21.3056,         1.1311,         0.7630,         0.0195,         0.4752,         4.9240,         0.2822,         0.3060,         1.1311,  1659,
       -21.3042,         1.1303,         0.7638,         0.0195,         0.4750,         4.9189,         0.2818,         0.3060,         1.1303,  1659,
       -21.3027,         1.1295,         0.7647,         0.0195,         0.4749,         4.9137,         0.2813,         0.3060,         1.1295,  1659,
       -21.3012,         1.1287,         0.7655,         0.0195,         0.4747,         4.9084,         0.2809,         0.3060,         1.1287,  1659,
       -21.2998,         1.1278,         0.7663,         0.0195,         0.4746,         4.9032,         0.2804,         0.3055,         1.1278,  1660,
       -21.2983,         1.1270,         0.7635,         0.0195,         0.4744,         4.8980,         0.2800,         0.3055,         1.1270,  1660,
       -21.2969,         1.1262,         0.7643,         0.0195,         0.4743,         4.8929,         0.2796,         0.3055,         1.1262,  1660,
       -21.2954,         1.1254,         0.7622,         0.0195,         0.4741,         4.8877,         0.2791,         0.3050,         1.1254,  1661,
       -21.2940,         1.1245,         0.7630,         0.0195,         0.4739,         4.8825,         0.2787,         0.3050,         1.1245,  1661,
       -21.2925,         1.1237,         0.7638,         0.0195,         0.4738,         4.8773,         0.2782,         0.3045,         1.1237,  1662,
       -21.2910,         1.1229,         0.7646,         0.0195,         0.4736,         4.8721,         0.2778,         0.3045,         1.1229,  1662,
       -21.2896,         1.1221,         0.7655,         0.0195,         0.4735,         4.8669,         0.2773,         0.3045,         1.1221,  1662,
       -21.2881,         1.1212,         0.7663,         0.0195,         0.4733,         4.8617,         0.2769,         0.3045,         1.1212,  1662,
       -21.2867,         1.1204,         0.7671,         0.0195,         0.4732,         4.8565,         0.2764,         0.3045,         1.1204,  1662,
       -21.2852,         1.1196,         0.7680,         0.0195,         0.4730,         4.8513,         0.2760,         0.3040,         1.1196,  1663,
       -21.2838,         1.1188,         0.7528,         0.0195,         0.4728,         4.8461,         0.2756,         0.3040,         1.1188,  1663,
       -21.2823,         1.1180,         0.7536,         0.0195,         0.4727,         4.8411,         0.2751,         0.3040,         1.1180,  1663,
       -21.2808,         1.1172,         0.7544,         0.0195,         0.4725,         4.8360,         0.2747,         0.3040,         1.1172,  1663,
       -21.2794,         1.1164,         0.7552,         0.0195,         0.4724,         4.8310,         0.2742,         0.3040,         1.1164,  1663,
       -21.2779,         1.1156,         0.7560,         0.0195,         0.4722,         4.8259,         0.2738,         0.3035,         1.1156,  1664,
       -21.2765,         1.1148,         0.7568,         0.0195,         0.4721,         4.8208,         0.2733,         0.3035,         1.1148,  1664,
       -21.2750,         1.1139,         0.7576,         0.0195,         0.4719,         4.8158,         0.2729,         0.3035,         1.1139,  1664,
       -21.2736,         1.1131,         0.7584,         0.0195,         0.4718,         4.8107,         0.2725,         0.3035,         1.1131,  1664,
       -21.2721,         1.1123,         0.7592,         0.0195,         0.4716,         4.8056,         0.2720,         0.3035,         1.1123,  1664,
       -21.2706,         1.1115,         0.7600,         0.0195,         0.4714,         4.8004,         0.2716,         0.3030,         1.1115,  1665,
       -21.2692,         1.1107,         0.7609,         0.0195,         0.4713,         4.7953,         0.2711,         0.3030,         1.1107,  1665,
       -21.2677,         1.1099,         0.7617,         0.0195,         0.4711,         4.7902,         0.2707,         0.3030,         1.1099,  1665,
       -21.2663,         1.1091,         0.7625,         0.0195,         0.4710,         4.7850,         0.2702,         0.3015,         1.1091,  1668,
       -21.2648,         1.1082,         0.7633,         0.0195,         0.4708,         4.7799,         0.2698,         0.3015,         1.1082,  1668,
       -21.2634,         1.1074,         0.7641,         0.0195,         0.4706,         4.7747,         0.2694,         0.3015,         1.1074,  1668,
       -21.2619,         1.1066,         0.7650,         0.0195,         0.4705,         4.7695,         0.2689,         0.3015,         1.1066,  1668,
       -21.2604,         1.1058,         0.7658,         0.0195,         0.4703,         4.7644,         0.2685,         0.3015,         1.1058,  1668,
       -21.2590,         1.1049,         0.7637,         0.0195,         0.4702,         4.7592,         0.2681,         0.3011,         1.1049,  1669,
       -21.2575,         1.1041,         0.7645,         0.0195,         0.4700,         4.7540,         0.2676,         0.3011,         1.1041,  1669,
       -21.2561,         1.1033,         0.7653,         0.0195,         0.4698,         4.7488,         0.2672,         0.3011,         1.1033,  1669,
       -21.2546,         1.1025,         0.7661,         0.0195,         0.4697,         4.7436,         0.2667,         0.3011,         1.1025,  1669,
       -21.2532,         1.1016,         0.7633,         0.0195,         0.4695,         4.7385,         0.2663,         0.3011,         1.1016,  1669,
       -21.2517,         1.1008,         0.7641,         0.0195,         0.4694,         4.7333,         0.2659,         0.3006,         1.1008,  1670,
       -21.2502,         1.1000,         0.7649,         0.0195,         0.4692,         4.7281,         0.2654,         0.3006,         1.1000,  1670,
       -21.2488,         1.0992,         0.7657,         0.0195,         0.4690,         4.7230,         0.2650,         0.3006,         1.0992,  1670,
       -21.2473,         1.0984,         0.7636,         0.0195,         0.4689,         4.7178,         0.2645,         0.3006,         1.0984,  1670,
       -21.2459,         1.0975,         0.7645,         0.0195,         0.4687,         4.7126,         0.2641,         0.3006,         1.0975,  1670,
       -21.2444,         1.0967,         0.7653,         0.0195,         0.4686,         4.7075,         0.2637,         0.3001,         1.0967,  1671,
       -21.2430,         1.0959,         0.7661,         0.0195,         0.4684,         4.7023,         0.2632,         0.3001,         1.0959,  1671,
       -21.2415,         1.0951,         0.7574,         0.0195,         0.4682,         4.6971,         0.2628,         0.3001,         1.0951,  1671,
       -21.2400,         1.0942,         0.7582,         0.0195,         0.4681,         4.6920,         0.2624,         0.3001,         1.0942,  1671,
       -21.2386,         1.0934,         0.7590,         0.0195,         0.4679,         4.6870,         0.2619,         0.2996,         1.0934,  1672,
       -21.2371,         1.0926,         0.7599,         0.0195,         0.4677,         4.6819,         0.2615,         0.2996,         1.0926,  1672,
       -21.2357,         1.0918,         0.7607,         0.0195,         0.4676,         4.6768,         0.2610,         0.2996,         1.0918,  1672,
       -21.2342,         1.0910,         0.7615,         0.0195,         0.4674,         4.6716,         0.2606,         0.2996,         1.0910,  1672,
       -21.2328,         1.0902,         0.7623,         0.0195,         0.4673,         4.6665,         0.2602,         0.2996,         1.0902,  1672,
       -21.2313,         1.0894,         0.7631,         0.0195,         0.4671,         4.6614,         0.2597,         0.2991,         1.0894,  1673,
       -21.2298,         1.0885,         0.7617,         0.0195,         0.4669,         4.6563,         0.2593,         0.2991,         1.0885,  1673,
       -21.2284,         1.0877,         0.7626,         0.0195,         0.4668,         4.6511,         0.2589,         0.2991,         1.0877,  1673,
       -21.2269,         1.0869,         0.7634,         0.0195,         0.4666,         4.6460,         0.2584,         0.2991,         1.0869,  1673,
       -21.2255,         1.0861,         0.7642,         0.0195,         0.4664,         4.6409,         0.2580,         0.2981,         1.0861,  1675,
       -21.2240,         1.0853,         0.7628,         0.0195,         0.4663,         4.6357,         0.2576,         0.2981,         1.0853,  1675,
       -21.2226,         1.0844,         0.7636,         0.0195,         0.4661,         4.6306,         0.2571,         0.2981,         1.0844,  1675,
       -21.2211,         1.0836,         0.7645,         0.0195,         0.4660,         4.6254,         0.2567,         0.2976,         1.0836,  1676,
       -21.2196,         1.0828,         0.7653,         0.0195,         0.4658,         4.6203,         0.2563,         0.2976,         1.0828,  1676,
       -21.2182,         1.0820,         0.7639,         0.0195,         0.4656,         4.6151,         0.2558,         0.2976,         1.0820,  1676,
       -21.2167,         1.0811,         0.7647,         0.0195,         0.4655,         4.6100,         0.2554,         0.2970,         1.0811,  1677,
       -21.2153,         1.0803,         0.7656,         0.0195,         0.4653,         4.6048,         0.2550,         0.2970,         1.0803,  1677,
       -21.2138,         1.0795,         0.7664,         0.0195,         0.4651,         4.5996,         0.2545,         0.2970,         1.0795,  1677,
       -21.2124,         1.0787,         0.7672,         0.0195,         0.4650,         4.5945,         0.2541,         0.2970,         1.0787,  1677,
       -21.2109,         1.0778,         0.7680,         0.0195,         0.4648,         4.5893,         0.2537,         0.2970,         1.0778,  1677,
       -21.2094,         1.0770,         0.7666,         0.0195,         0.4646,         4.5841,         0.2532,         0.2965,         1.0770,  1678,
       -21.2080,         1.0762,         0.7675,         0.0195,         0.4645,         4.5789,         0.2528,         0.2965,         1.0762,  1678,
       -21.2065,         1.0753,         0.7683,         0.0195,         0.4643,         4.5737,         0.2524,         0.2965,         1.0753,  1678,
       -21.2051,         1.0745,         0.7691,         0.0195,         0.4641,         4.5685,         0.2519,         0.2965,         1.0745,  1678,
       -21.2036,         1.0737,         0.7700,         0.0195,         0.4640,         4.5633,         0.2515,         0.2960,         1.0737,  1679,
       -21.2022,         1.0728,         0.7708,         0.0195,         0.4638,         4.5581,         0.2511,         0.2960,         1.0728,  1679,
       -21.2007,         1.0720,         0.7716,         0.0195,         0.4636,         4.5529,         0.2506,         0.2960,         1.0720,  1679,
       -21.1992,         1.0712,         0.7725,         0.0195,         0.4634,         4.5476,         0.2502,         0.2960,         1.0712,  1679,
       -21.1978,         1.0703,         0.7733,         0.0195,         0.4633,         4.5424,         0.2498,         0.2960,         1.0703,  1679,
       -21.1963,         1.0695,         0.7645,         0.0195,         0.4631,         4.5372,         0.2493,         0.2955,         1.0695,  1680,
       -21.1949,         1.0686,         0.7653,         0.0195,         0.4629,         4.5320,         0.2489,         0.2955,         1.0686,  1680,
       -21.1934,         1.0678,         0.7661,         0.0195,         0.4628,         4.5269,         0.2485,         0.2955,         1.0678,  1680,
       -21.1920,         1.0670,         0.7669,         0.0195,         0.4626,         4.5217,         0.2481,         0.2955,         1.0670,  1680,
       -21.1905,         1.0662,         0.7678,         0.0195,         0.4624,         4.5166,         0.2476,         0.2955,         1.0662,  1680,
       -21.1890,         1.0653,         0.7686,         0.0195,         0.4623,         4.5114,         0.2472,         0.2950,         1.0653,  1681,
       -21.1876,         1.0645,         0.7694,         0.0195,         0.4621,         4.5062,         0.2468,         0.2950,         1.0645,  1681,
       -21.1861,         1.0637,         0.7673,         0.0195,         0.4619,         4.5010,         0.2463,         0.2950,         1.0637,  1681,
       -21.1847,         1.0628,         0.7681,         0.0195,         0.4617,         4.4958,         0.2459,         0.2950,         1.0628,  1681,
       -21.1832,         1.0620,         0.7690,         0.0195,         0.4616,         4.4907,         0.2455,         0.2945,         1.0620,  1682,
       -21.1817,         1.0612,         0.7698,         0.0195,         0.4614,         4.4855,         0.2450,         0.2935,         1.0612,  1684,
       -21.1803,         1.0603,         0.7706,         0.0195,         0.4612,         4.4803,         0.2446,         0.2935,         1.0603,  1684,
       -21.1788,         1.0595,         0.7715,         0.0195,         0.4611,         4.4750,         0.2442,         0.2935,         1.0595,  1684,
       -21.1774,         1.0587,         0.7723,         0.0195,         0.4609,         4.4698,         0.2438,         0.2935,         1.0587,  1684,
       -21.1759,         1.0578,         0.7731,         0.0195,         0.4607,         4.4646,         0.2433,         0.2930,         1.0578,  1685,
       -21.1745,         1.0570,         0.7710,         0.0195,         0.4605,         4.4594,         0.2429,         0.2930,         1.0570,  1685,
       -21.1730,         1.0561,         0.7718,         0.0195,         0.4604,         4.4542,         0.2425,         0.2930,         1.0561,  1685,
       -21.1715,         1.0553,         0.7727,         0.0195,         0.4602,         4.4489,         0.2421,         0.2930,         1.0553,  1685,
       -21.1701,         1.0545,         0.7735,         0.0195,         0.4600,         4.4437,         0.2416,         0.2930,         1.0545,  1685,
       -21.1686,         1.0536,         0.7743,         0.0195,         0.4598,         4.4385,         0.2412,         0.2924,         1.0536,  1686,
       -21.1672,         1.0528,         0.7752,         0.0195,         0.4597,         4.4332,         0.2408,         0.2924,         1.0528,  1686,
       -21.1657,         1.0519,         0.7760,         0.0195,         0.4595,         4.4279,         0.2403,         0.2924,         1.0519,  1686,
       -21.1643,         1.0511,         0.7769,         0.0195,         0.4593,         4.4227,         0.2399,         0.2924,         1.0511,  1686,
       -21.1628,         1.0502,         0.7777,         0.0195,         0.4591,         4.4174,         0.2395,         0.2924,         1.0502,  1686,
       -21.1613,         1.0494,         0.7786,         0.0195,         0.4590,         4.4121,         0.2391,         0.2919,         1.0494,  1687,
       -21.1599,         1.0485,         0.7794,         0.0195,         0.4588,         4.4068,         0.2386,         0.2919,         1.0485,  1687,
       -21.1584,         1.0477,         0.7667,         0.0195,         0.4586,         4.4015,         0.2382,         0.2919,         1.0477,  1687,
       -21.1570,         1.0468,         0.7675,         0.0195,         0.4584,         4.3964,         0.2378,         0.2919,         1.0468,  1687,
       -21.1555,         1.0460,         0.7684,         0.0195,         0.4583,         4.3912,         0.2374,         0.2914,         1.0460,  1688,
       -21.1541,         1.0452,         0.7618,         0.0195,         0.4581,         4.3861,         0.2369,         0.2914,         1.0452,  1688,
       -21.1526,         1.0444,         0.7626,         0.0195,         0.4579,         4.3810,         0.2365,         0.2914,         1.0444,  1688,
       -21.1511,         1.0435,         0.7634,         0.0195,         0.4577,         4.3760,         0.2361,         0.2914,         1.0435,  1688,
       -21.1497,         1.0427,         0.7643,         0.0195,         0.4576,         4.3709,         0.2357,         0.2914,         1.0427,  1688,
       -21.1482,         1.0419,         0.7651,         0.0195,         0.4574,         4.3658,         0.2352,         0.2909,         1.0419,  1689,
       -21.1468,         1.0411,         0.7659,         0.0195,         0.4572,         4.3606,         0.2348,         0.2909,         1.0411,  1689,
       -21.1453,         1.0402,         0.7667,         0.0195,         0.4571,         4.3555,         0.2344,         0.2909,         1.0402,  1689,
       -21.1439,         1.0394,         0.7676,         0.0195,         0.4569,         4.3504,         0.2340,         0.2909,         1.0394,  1689,
       -21.1424,         1.0386,         0.7684,         0.0195,         0.4567,         4.3452,         0.2335,         0.2903,         1.0386,  1690,
       -21.1409,         1.0377,         0.7692,         0.0195,         0.4565,         4.3401,         0.2331,         0.2903,         1.0377,  1690,
       -21.1395,         1.0369,         0.7701,         0.0195,         0.4564,         4.3349,         0.2327,         0.2903,         1.0369,  1690,
       -21.1380,         1.0361,         0.7709,         0.0195,         0.4562,         4.3297,         0.2323,         0.2903,         1.0361,  1690,
       -21.1366,         1.0352,         0.7717,         0.0195,         0.4560,         4.3245,         0.2319,         0.2903,         1.0352,  1690,
       -21.1351,         1.0344,         0.7726,         0.0195,         0.4558,         4.3193,         0.2314,         0.2898,         1.0344,  1691,
       -21.1337,         1.0336,         0.7734,         0.0195,         0.4556,         4.3141,         0.2310,         0.2893,         1.0336,  1692,
       -21.1322,         1.0327,         0.7743,         0.0195,         0.4555,         4.3089,         0.2306,         0.2893,         1.0327,  1692,
       -21.1307,         1.0319,         0.7751,         0.0195,         0.4553,         4.3037,         0.2302,         0.2893,         1.0319,  1692,
       -21.1293,         1.0310,         0.7760,         0.0195,         0.4551,         4.2985,         0.2297,         0.2893,         1.0310,  1692,
       -21.1278,         1.0302,         0.7768,         0.0195,         0.4549,         4.2932,         0.2293,         0.2888,         1.0302,  1693,
       -21.1264,         1.0293,         0.7777,         0.0195,         0.4547,         4.2879,         0.2289,         0.2888,         1.0293,  1693,
       -21.1249,         1.0285,         0.7785,         0.0195,         0.4546,         4.2827,         0.2285,         0.2888,         1.0285,  1693,
       -21.1235,         1.0276,         0.7794,         0.0195,         0.4544,         4.2774,         0.2281,         0.2888,         1.0276,  1693,
       -21.1220,         1.0268,         0.7802,         0.0195,         0.4542,         4.2721,         0.2276,         0.2888,         1.0268,  1693,
       -21.1205,         1.0259,         0.7811,         0.0195,         0.4540,         4.2668,         0.2272,         0.2882,         1.0259,  1694,
       -21.1191,         1.0250,         0.7819,         0.0195,         0.4538,         4.2615,         0.2268,         0.2882,         1.0250,  1694,
       -21.1176,         1.0242,         0.7797,         0.0195,         0.4536,         4.2562,         0.2264,         0.2882,         1.0242,  1694,
       -21.1162,         1.0233,         0.7745,         0.0195,         0.4535,         4.2510,         0.2260,         0.2866,         1.0233,  1697,
       -21.1147,         1.0225,         0.7753,         0.0195,         0.4533,         4.2458,         0.2255,         0.2866,         1.0225,  1697,
       -21.1133,         1.0216,         0.7761,         0.0195,         0.4531,         4.2405,         0.2251,         0.2866,         1.0216,  1697,
       -21.1118,         1.0208,         0.7770,         0.0195,         0.4529,         4.2353,         0.2247,         0.2866,         1.0208,  1697,
       -21.1103,         1.0199,         0.7643,         0.0195,         0.4527,         4.2301,         0.2243,         0.2861,         1.0199,  1698,
       -21.1089,         1.0191,         0.7651,         0.0195,         0.4526,         4.2250,         0.2239,         0.2861,         1.0191,  1698,
       -21.1074,         1.0183,         0.7660,         0.0195,         0.4524,         4.2199,         0.2235,         0.2861,         1.0183,  1698,
       -21.1060,         1.0175,         0.7668,         0.0195,         0.4522,         4.2148,         0.2230,         0.2861,         1.0175,  1698,
       -21.1045,         1.0166,         0.7676,         0.0195,         0.4520,         4.2097,         0.2226,         0.2856,         1.0166,  1699,
       -21.1031,         1.0158,         0.7684,         0.0195,         0.4518,         4.2046,         0.2222,         0.2856,         1.0158,  1699,
       -21.1016,         1.0150,         0.7693,         0.0195,         0.4517,         4.1994,         0.2218,         0.2856,         1.0150,  1699,
       -21.1001,         1.0141,         0.7701,         0.0195,         0.4515,         4.1943,         0.2214,         0.2850,         1.0141,  1700,
       -21.0987,         1.0133,         0.7709,         0.0195,         0.4513,         4.1891,         0.2210,         0.2850,         1.0133,  1700,
       -21.0972,         1.0125,         0.7718,         0.0195,         0.4511,         4.1840,         0.2205,         0.2850,         1.0125,  1700,
       -21.0958,         1.0116,         0.7726,         0.0195,         0.4509,         4.1788,         0.2201,         0.2850,         1.0116,  1700,
       -21.0943,         1.0108,         0.7735,         0.0195,         0.4507,         4.1736,         0.2197,         0.2845,         1.0108,  1701,
       -21.0929,         1.0099,         0.7743,         0.0195,         0.4506,         4.1684,         0.2193,         0.2845,         1.0099,  1701,
       -21.0914,         1.0091,         0.7752,         0.0195,         0.4504,         4.1632,         0.2189,         0.2845,         1.0091,  1701,
       -21.0899,         1.0082,         0.7760,         0.0195,         0.4502,         4.1580,         0.2185,         0.2845,         1.0082,  1701,
       -21.0885,         1.0074,         0.7769,         0.0195,         0.4500,         4.1528,         0.2181,         0.2845,         1.0074,  1701,
       -21.0870,         1.0065,         0.7777,         0.0195,         0.4498,         4.1476,         0.2176,         0.2839,         1.0065,  1702,
       -21.0856,         1.0057,         0.7786,         0.0195,         0.4496,         4.1423,         0.2172,         0.2839,         1.0057,  1702,
       -21.0841,         1.0048,         0.7794,         0.0195,         0.4494,         4.1371,         0.2168,         0.2839,         1.0048,  1702,
       -21.0827,         1.0040,         0.7803,         0.0195,         0.4492,         4.1318,         0.2164,         0.2839,         1.0040,  1702,
       -21.0812,         1.0031,         0.7811,         0.0195,         0.4491,         4.1265,         0.2160,         0.2834,         1.0031,  1703,
       -21.0797,         1.0022,         0.7820,         0.0195,         0.4489,         4.1213,         0.2156,         0.2834,         1.0022,  1703,
       -21.0783,         1.0014,         0.7805,         0.0195,         0.4487,         4.1160,         0.2152,         0.2834,         1.0014,  1703,
       -21.0768,         1.0005,         0.7814,         0.0195,         0.4485,         4.1107,         0.2148,         0.2834,         1.0005,  1703,
       -21.0754,         0.9997,         0.7823,         0.0195,         0.4483,         4.1054,         0.2143,         0.2834,         0.9997,  1703,
       -21.0739,         0.9988,         0.7831,         0.0195,         0.4481,         4.1001,         0.2139,         0.2829,         0.9988,  1704,
       -21.0725,         0.9979,         0.7840,         0.0195,         0.4479,         4.0948,         0.2135,         0.2829,         0.9979,  1704,
       -21.0710,         0.9971,         0.7849,         0.0195,         0.4477,         4.0895,         0.2131,         0.2829,         0.9971,  1704,
       -21.0695,         0.9962,         0.7857,         0.0195,         0.4475,         4.0842,         0.2127,         0.2829,         0.9962,  1704,
       -21.0681,         0.9953,         0.7827,         0.0195,         0.4473,         4.0789,         0.2123,         0.2823,         0.9953,  1705,
       -21.0666,         0.9945,         0.7836,         0.0195,         0.4471,         4.0736,         0.2119,         0.2823,         0.9945,  1705,
       -21.0652,         0.9936,         0.7844,         0.0195,         0.4470,         4.0683,         0.2115,         0.2823,         0.9936,  1705,
       -21.0637,         0.9927,         0.7853,         0.0195,         0.4468,         4.0630,         0.2110,         0.2823,         0.9927,  1705,
       -21.0623,         0.9919,         0.7830,         0.0195,         0.4466,         4.0577,         0.2106,         0.2823,         0.9919,  1705,
       -21.0608,         0.9910,         0.7839,         0.0195,         0.4464,         4.0524,         0.2102,         0.2818,         0.9910,  1706,
       -21.0593,         0.9901,         0.7848,         0.0195,         0.4462,         4.0471,         0.2098,         0.2818,         0.9901,  1706,
       -21.0579,         0.9893,         0.7856,         0.0195,         0.4460,         4.0418,         0.2094,         0.2818,         0.9893,  1706,
       -21.0564,         0.9884,         0.7865,         0.0195,         0.4458,         4.0364,         0.2090,         0.2818,         0.9884,  1706,
       -21.0550,         0.9875,         0.7874,         0.0195,         0.4456,         4.0311,         0.2086,         0.2812,         0.9875,  1707,
       -21.0535,         0.9867,         0.7883,         0.0195,         0.4454,         4.0257,         0.2082,         0.2812,         0.9867,  1707,
       -21.0521,         0.9858,         0.7891,         0.0195,         0.4452,         4.0204,         0.2078,         0.2812,         0.9858,  1707,
       -21.0506,         0.9849,         0.7869,         0.0195,         0.4450,         4.0151,         0.2074,         0.2812,         0.9849,  1707,
       -21.0491,         0.9840,         0.7877,         0.0195,         0.4448,         4.0097,         0.2069,         0.2812,         0.9840,  1707,
       -21.0477,         0.9832,         0.7886,         0.0195,         0.4446,         4.0044,         0.2065,         0.2806,         0.9832,  1708,
       -21.0462,         0.9823,         0.7895,         0.0195,         0.4444,         3.9990,         0.2061,         0.2806,         0.9823,  1708,
       -21.0448,         0.9814,         0.7904,         0.0195,         0.4442,         3.9936,         0.2057,         0.2806,         0.9814,  1708,
       -21.0433,         0.9805,         0.7881,         0.0195,         0.4440,         3.9883,         0.2053,         0.2806,         0.9805,  1708,
       -21.0419,         0.9796,         0.7890,         0.0195,         0.4438,         3.9829,         0.2049,         0.2801,         0.9796,  1709,
       -21.0404,         0.9788,         0.7898,         0.0195,         0.4436,         3.9776,         0.2045,         0.2801,         0.9788,  1709,
       -21.0389,         0.9779,         0.7907,         0.0195,         0.4434,         3.9722,         0.2041,         0.2801,         0.9779,  1709,
       -21.0375,         0.9770,         0.7916,         0.0195,         0.4432,         3.9668,         0.2037,         0.2801,         0.9770,  1709,
       -21.0360,         0.9761,         0.7925,         0.0195,         0.4430,         3.9614,         0.2033,         0.2784,         0.9761,  1712,
       -21.0346,         0.9752,         0.7934,         0.0195,         0.4428,         3.9560,         0.2029,         0.2784,         0.9752,  1712,
       -21.0331,         0.9744,         0.7911,         0.0195,         0.4426,         3.9506,         0.2025,         0.2784,         0.9744,  1712,
       -21.0317,         0.9735,         0.7786,         0.0195,         0.4424,         3.9454,         0.2020,         0.2784,         0.9735,  1712,
       -21.0302,         0.9726,         0.7795,         0.0195,         0.4422,         3.9402,         0.2016,         0.2779,         0.9726,  1713,
       -21.0287,         0.9718,         0.7804,         0.0195,         0.4420,         3.9350,         0.2012,         0.2779,         0.9718,  1713,
       -21.0273,         0.9709,         0.7812,         0.0195,         0.4418,         3.9298,         0.2008,         0.2779,         0.9709,  1713,
       -21.0258,         0.9701,         0.7821,         0.0195,         0.4416,         3.9245,         0.2004,         0.2779,         0.9701,  1713,
       -21.0244,         0.9692,         0.7829,         0.0195,         0.4414,         3.9193,         0.2000,         0.2779,         0.9692,  1713,
       -21.0229,         0.9683,         0.7838,         0.0195,         0.4412,         3.9140,         0.1996,         0.2773,         0.9683,  1714,
       -21.0215,         0.9675,         0.7847,         0.0195,         0.4410,         3.9087,         0.1992,         0.2773,         0.9675,  1714,
       -21.0200,         0.9666,         0.7855,         0.0195,         0.4408,         3.9035,         0.1988,         0.2773,         0.9666,  1714,
       -21.0185,         0.9657,         0.7864,         0.0195,         0.4406,         3.8982,         0.1984,         0.2773,         0.9657,  1714,
       -21.0171,         0.9649,         0.7873,         0.0195,         0.4404,         3.8929,         0.1980,         0.2767,         0.9649,  1715,
       -21.0156,         0.9640,         0.7882,         0.0195,         0.4402,         3.8875,         0.1976,         0.2767,         0.9640,  1715,
       -21.0142,         0.9631,         0.7890,         0.0195,         0.4400,         3.8822,         0.1972,         0.2767,         0.9631,  1715,
       -21.0127,         0.9622,         0.7899,         0.0195,         0.4398,         3.8769,         0.1968,         0.2767,         0.9622,  1715,
       -21.0113,         0.9613,         0.7908,         0.0195,         0.4396,         3.8715,         0.1964,         0.2767,         0.9613,  1715,
       -21.0098,         0.9605,         0.7854,         0.0195,         0.4394,         3.8663,         0.1960,         0.2762,         0.9605,  1716,
       -21.0083,         0.9596,         0.7862,         0.0195,         0.4392,         3.8610,         0.1956,         0.2762,         0.9596,  1716,
       -21.0069,         0.9587,         0.7871,         0.0195,         0.4390,         3.8557,         0.1952,         0.2762,         0.9587,  1716,
       -21.0054,         0.9579,         0.7880,         0.0195,         0.4388,         3.8504,         0.1948,         0.2762,         0.9579,  1716,
       -21.0040,         0.9570,         0.7888,         0.0195,         0.4386,         3.8451,         0.1944,         0.2756,         0.9570,  1717,
       -21.0025,         0.9561,         0.7866,         0.0195,         0.4384,         3.8397,         0.1940,         0.2756,         0.9561,  1717,
       -21.0011,         0.9552,         0.7874,         0.0195,         0.4382,         3.8345,         0.1936,         0.2756,         0.9552,  1717,
       -20.9996,         0.9544,         0.7883,         0.0195,         0.4380,         3.8292,         0.1932,         0.2756,         0.9544,  1717,
       -20.9981,         0.9535,         0.7892,         0.0195,         0.4378,         3.8238,         0.1928,         0.2745,         0.9535,  1719,
       -20.9967,         0.9526,         0.7901,         0.0195,         0.4376,         3.8185,         0.1924,         0.2745,         0.9526,  1719,
       -20.9952,         0.9517,         0.7910,         0.0195,         0.4374,         3.8132,         0.1920,         0.2745,         0.9517,  1719,
       -20.9938,         0.9508,         0.7918,         0.0195,         0.4372,         3.8078,         0.1916,         0.2739,         0.9508,  1720,
       -20.9923,         0.9500,         0.7927,         0.0195,         0.4369,         3.8025,         0.1912,         0.2739,         0.9500,  1720,
       -20.9909,         0.9491,         0.7904,         0.0195,         0.4367,         3.7971,         0.1908,         0.2739,         0.9491,  1720,
       -20.9894,         0.9482,         0.7913,         0.0195,         0.4365,         3.7918,         0.1904,         0.2733,         0.9482,  1721,
       -20.9879,         0.9473,         0.7922,         0.0195,         0.4363,         3.7864,         0.1900,         0.2733,         0.9473,  1721,
       -20.9865,         0.9464,         0.7931,         0.0195,         0.4361,         3.7811,         0.1896,         0.2733,         0.9464,  1721,
       -20.9850,         0.9455,         0.7940,         0.0195,         0.4359,         3.7757,         0.1892,         0.2727,         0.9455,  1722,
       -20.9836,         0.9447,         0.7948,         0.0195,         0.4357,         3.7703,         0.1888,         0.2727,         0.9447,  1722,
       -20.9821,         0.9438,         0.7957,         0.0195,         0.4355,         3.7650,         0.1884,         0.2727,         0.9438,  1722,
       -20.9807,         0.9429,         0.7966,         0.0195,         0.4353,         3.7596,         0.1880,         0.2722,         0.9429,  1723,
       -20.9792,         0.9420,         0.7943,         0.0195,         0.4350,         3.7542,         0.1876,         0.2722,         0.9420,  1723,
       -20.9777,         0.9411,         0.7920,         0.0195,         0.4348,         3.7488,         0.1872,         0.2722,         0.9411,  1723,
       -20.9763,         0.9402,         0.7929,         0.0195,         0.4346,         3.7435,         0.1868,         0.2722,         0.9402,  1723,
       -20.9748,         0.9393,         0.7938,         0.0195,         0.4344,         3.7381,         0.1864,         0.2716,         0.9393,  1724,
       -20.9734,         0.9384,         0.7947,         0.0195,         0.4342,         3.7327,         0.1860,         0.2716,         0.9384,  1724,
       -20.9719,         0.9376,         0.7813,         0.0195,         0.4340,         3.7275,         0.1856,         0.2716,         0.9376,  1724,
